Original Title,Closest 1,Closest 2,Closest 3,doi,Article_ID
social neuroscience,Social Neuroscience,VISUAL NEUROSCIENCE,BMC NEUROSCIENCE,https://doi.org/10.1080/17470919.2017.1415969,10-1080_17470919-2017-1415969
social psychological bulletin,PSYCHOLOGICAL BULLETIN,Social Psychology of Education,Social Psychology and Society,empty,5.48E+18
social psychological bulletin,PSYCHOLOGICAL BULLETIN,Social Psychology of Education,Social Psychology and Society,empty,5.48E+18
social psychological and personality science,Social Psychological and Personality Science,Social Psychology and Society,SOCIAL BEHAVIOR AND PERSONALITY,https://doi.org/10.1177/1948550619887702,10-1177_1948550619887702
social psychology,Social Psychology,MEDIA PSYCHOLOGY,POLITICAL PSYCHOLOGY,https://doi.org/10.1027/1864-9335/a000435,10-1027_1864-9335_a000435
social psychology of education,Social Psychology of Education,SOCIOLOGY OF EDUCATION,Social Psychology and Society,https://doi.org/10.1007/s11218-020-09557-z,10-1007_s11218-020-09557-z
social science computer review,SOCIAL SCIENCE COMPUTER REVIEW,SOCIAL SCIENCE JOURNAL,SOCIAL SCIENCE & MEDICINE,https://doi.org/10.1177/0894439320985773,10-1177_0894439320985773
social welfare interdisciplinary approach,Social Welfare Interdisciplinary Approach,Sports Health-A Multidisciplinary Approach,JOURNAL OF INTERDISCIPLINARY HISTORY,https://doi.org/10.21277/sw.v1i9.441,10-21277_sw-v1i9-441
social work,SOCIAL WORK,SOCIAL NETWORKS,Social Text,https://doi.org/10.13165/sd-18-16-1-04,10-13165_sd-18-16-1-04
social and personality psychology compass,Social and Personality Psychology Compass,Journal of Personnel Psychology,European Journal of Psychology Open,https://doi.org/10.1111/spc3.12572,10-1111_spc3-12572
socialization  human development international scientific journal,Agricultural and Resource Economics-International Scientific E-Journal,INFORMATION RESEARCH-AN INTERNATIONAL ELECTRONIC JOURNAL,NUTRITION AND CANCER-AN INTERNATIONAL JOURNAL,https://doi.org/10.37096/shdisj-19-1.1-0003,10-37096_shdisj-19-1-1-0003
sociedad e infancias,SOCIETY & ANIMALS,Societas Communitas,Science Advances,https://doi.org/10.5209/soci.64452,10-5209_soci-64452
society register,Society Register,SOCIETY & ANIMALS,SOCIAL HISTORY,https://doi.org/10.14746/sr.2021.5.3.07,10-14746_sr-2021-5-3-07
society integration education proceedings of the international scientific conference,Agricultural and Resource Economics-International Scientific E-Journal,Future Generation Computer Systems-The International Journal of eScience,International Journal of Modeling Simulation and Scientific Computing,https://doi.org/10.17770/sie2019vol4.3787,10-17770_sie2019vol4-3787
socjolingwistyka,Socjolingwistyka,Psycholinguistics,Biolinguistics,https://doi.org/10.17651/socjoling.31.7,10-17651_socjoling-31-7
spanish journal of psychology,Spanish Journal of Psychology,BRITISH JOURNAL OF PSYCHOLOGY,SWISS JOURNAL OF PSYCHOLOGY,https://doi.org/10.1017/sjp.2019.16,10-1017_sjp-2019-16
spinal cord,SPINAL CORD,SOCIAL WORK,MEDICAL CARE,https://doi.org/10.1038/s41393-020-0507-6,10-1038_s41393-020-0507-6
sport sciences for health,Human Resources for Health,SEED SCIENCE RESEARCH,Education for Health,https://doi.org/10.1007/s11332-020-00722-7,10-1007_s11332-020-00722-7
sports,Sports,Reports,Souls,https://doi.org/10.3390/sports7060131,10-3390_sports7060131
społeczeństwo i edukacja,Społeczeństwo. Edukacja. Język,Kultura-Społeczeństwo-Edukacja,Podstawy edukacji,empty,-1.26E+18
spravodajca univerzity mateja bela v banskej bystrici,Studia Universitatis Babes-Bolyai Musica,Studia Universitatis Babeş-Bolyai. Historia,Punjab University Journal of Mathematics,empty,-3.75E+18
standardy medyczne pediatria,ANALES DE PEDIATRIA,Jornal de Pediatria,Boletin de Pediatria,https://doi.org/10.17443/smp2018.15.02,10-17443_smp2018-15-02
studia demograficzne,Studia Demograficzne,Studia Semiotyczne,Studia Prawnicze,https://doi.org/10.33119/sd.2018.2.2,10-33119_sd-2018-2-2
studia ecologiae et bioethicae,Studia Ecologiae et Bioethicae,Studia Metrica et Poetica,Studia Historiae Oeconomicae,https://doi.org/10.21697/seb.2020.18.4.03,10-21697_seb-2020-18-4-03
studia humana,Studia Humana,Studia Ceranea,STUDI ROMANI,https://doi.org/10.2478/sh-2018-0019,10-2478_sh-2018-0019
studia humanistica gedanensia,Studia Historica Gedanensia,STUDIA GERMANICA GEDANENSIA,Studia Rossica Gedanensia,empty,5.93E+17
studia humanistyczne agh,Studia Humanistyczne AGH,Studia Semiotyczne,Studia Polityczne,https://doi.org/10.7494/human.2019.18.4.31,10-7494_human-2019-18-4-31
studia kulturoznawcze,Studia Filmoznawcze,Prace Kulturoznawcze,Studia Źródłoznawcze,empty,2.97E+18
studia logica,Studia Logica,Studia Slavica,Studia Iranica,https://doi.org/10.1007/s11225-021-09963-0,10-1007_s11225-021-09963-0
studia oecumenica,Studia Oecumenica,Studia Canonica,Studia Iuridica,https://doi.org/10.25167/so.3855,10-25167_so-3855
studia paradyskie,Studia Paradyskie,Studia Warminskie,Studia Gdańskie,empty,-2.63E+18
studia pedagogiczne problemy społeczne edukacyjne i artystyczne,"Studia Pedagogiczne. Problemy społeczne, edukacyjne i artystyczne",Studia Środkowoeuropejskie i Bałkanistyczne,Filozoficzne Problemy Edukacji,empty,3.64E+18
studia philosophiae christianae,Studia Philosophiae Christianae,Studia Philosophica Kantiana,Studia Philosophica Estonica,https://doi.org/10.21697/spch.2018.54.3.13,10-21697_spch-2018-54-3-13
studia philosophica wratislaviensia,Studia Philosophica Wratislaviensia,Studia Philosophica Kantiana,Studia Theologica Varsaviensia,https://doi.org/10.19195/1895-8001.16.2.7,10-19195_1895-8001-16-2-7
studia prawnoekonomiczne,Studia Prawno-Ekonomiczne,Studia Prawnicze,Studia Politologiczne,https://doi.org/10.26485/spe/2017/105/11,10-26485_spe_2017_105_11
studia prawnoustrojowe,STUDIA PRAWNOUSTROJOWE,Studia Prawnicze,Studia Prawno-Ekonomiczne,empty,2.87E+18
studia psychologiczne,STUDIA PSYCHOLOGICA,Studia Politologiczne,Studia Musicologica,https://doi.org/10.2478/v1067-010-0159-2,10-2478_v1067-010-0159-2
studia religiologica,STUDIA NEOPHILOLOGICA,Studia Musicologica,STUDIA PSYCHOLOGICA,https://doi.org/10.4467/20844077sr.19.018.11377,10-4467_20844077sr-19-018-11377
studia semiotyczne,Studia Semiotyczne,Studia Polityczne,Studia Społeczne,https://doi.org/10.26333/sts.xxxii1.03,10-26333_sts-xxxii1-03
studia socialia cracoviensia  nr  ,Studia Anglica Resoviensia,Studia Ucrainica Varsoviensia,Classica Cracoviensia,empty,8.46E+18
studia włocławskie,Studia Włocławskie,Studia Wilanowskie,Studia Łomżyńskie,empty,3.86E+18
studia i materiały wydziału zarządzania i administracji wyższej szkoły pedagogicznej im jana kochanowskiego w kielcach,Studia i Materiały Wydział Zarządzania Uniwersytet Warszawski,Zeszyty Naukowe Małopolskiej Wyższej Szkoły Ekonomicznej w Tarnowie,Zeszyty Naukowe Wyższej Szkoły Technicznej w Katowicach,empty,-4.29E+18
studia i prace kolegium zarządzania i finansów,Studia i Prace Kolegium Zarządzania i Finansów,Studia Theologica Varsaviensia,Studia Theologia Catholica Latina,empty,4.84E+18
studia nad rodziną,Studia Zachodnie,Studia Iuridica,Studia Maritima,https://doi.org/10.21697/snr.2018.49.4.05,10-21697_snr-2018-49-4-05
studia z teorii wychowania,Studia z Teorii Wychowania,Biuletyn Historii Wychowania,Studia z Historii Filozofii,empty,5.77E+18
studies in higher education,STUDIES IN HIGHER EDUCATION,Quality in Higher Education,Studies in Science Education,https://doi.org/10.1080/03075079.2017.1414780,10-1080_03075079-2017-1414780
studies in second language acquisition,STUDIES IN SECOND LANGUAGE ACQUISITION,Journal of Second Language Pronunciation,JOURNAL OF SECOND LANGUAGE WRITING,https://doi.org/10.1017/s0272263119000408,10-1017_s0272263119000408
studies in sport humanities,Studies in Sport Humanities,Studies in Spirituality,Studies in Art Education,https://doi.org/10.5604/01.3001.0015.4469,10-5604_01-3001-0015-4469
suicydologia,Suicidology,CYTOLOGIA,SOCIOLOGIA,empty,-4.79E+18
surveillance  society,Surveillance & Society,SCIENCE & SOCIETY,AGEING & SOCIETY,https://doi.org/10.24908/ss.v19i1.13986,10-24908_ss-v19i1-13986
survey research methods,Survey Research Methods,Behavior Research Methods,Ask: Research and Methods,https://doi.org/10.18148/srm/2018.v12i2.7224,10-18148_srm_2018-v12i2-7224
symmetry,Safety,SOCIETY,SURGERY,https://doi.org/10.3390/sym13101913,10-3390_sym13101913
synthese,SYNTHESE,SYNAPSE,Systems,https://doi.org/10.1007/s11229-020-02777-y,10-1007_s11229-020-02777-y
szondiana journal of fateanalysis and contributions to depth psychology,European Journal of Work and Organizational Psychology,BRITISH JOURNAL OF MATHEMATICAL & STATISTICAL PSYCHOLOGY,European Journal of Applied Positive Psychology,empty,-8.12E+18
sztuka leczenia,Sztuka Leczenia,Studia Oecumenica,Studia Hercynia,https://doi.org/10.34938/z92d-kd44,10-34938_z92d-kd44
targetinternational journal of translation studies,Target-International Journal of Translation Studies,International Journal of Canadian Studies,International Journal of Fashion Studies,https://doi.org/10.1075/target.17123.kor,10-1075_target-17123-kor
targeted oncology,Targeted Oncology,LANCET ONCOLOGY,Current Oncology,https://doi.org/10.1007/s11523-021-00822-5,10-1007_s11523-021-00822-5
teaching of psychology,TEACHING OF PSYCHOLOGY,TEACHING SOCIOLOGY,Reading Psychology,https://doi.org/10.1177/00986283211048172,10-1177_00986283211048172
teka komisji prawniczej pan oddział w lublinie,TEKA Komisji Prawniczej PAN Oddział w Lublinie,Teka Komisji Urbanistyki i Architektury,Ekonomia i Prawo-Economics and Law,https://doi.org/10.32084/tekapr.2020.13.2-29,10-32084_tekapr-2020-13-2-29
teksty drugie,Teksty Drugie,Teknik Dergi,CNS DRUGS,https://doi.org/10.18318/td.2021.3.8,10-18318_td-2021-3-8
teoretični i prikladni problemi psihologiï,THEORETICAL POPULATION BIOLOGY,REVISTA MEXICANA DE PSICOLOGIA,Revista Chilena de Neuropsicologia,empty,8.86E+18
terapia uzależnienia i współuzależnienia,Studia Ukrainica Posnaniensia,Folia Scandinavica Posnaniensia,Folia Praehistorica Posnaniensia,empty,-1.71E+18
teraźniejszość  człowiek  edukacja   ,Teraźniejszość - Człowiek - Edukacja,Przedsiębiorczość - Edukacja,PROBLEMY WCZESNEJ EDUKACJI,empty,-3.82E+18
the application of clinical genetics,Application of Clinical Genetics,Applications of Mathematics,NUTRITION IN CLINICAL PRACTICE,https://doi.org/10.2147/tacg.s323735,10-2147_tacg-s323735
the biblical annals,PEDIATRIC ANNALS,PSYCHIATRIC ANNALS,Clinical Trials,https://doi.org/10.31743/biban.10655,10-31743_biban-10655
the clinical neuropsychologist,CLINICAL NEUROPSYCHOLOGIST,Clinical Psychologist,CLINICAL NEUROPHYSIOLOGY,https://doi.org/10.1080/13854046.2018.1555282,10-1080_13854046-2018-1555282
the european journal of contraception  reproductive health care,EUROPEAN JOURNAL OF CONTRACEPTION AND REPRODUCTIVE HEALTH CARE,African Journal of Reproductive Health,Asian Journal of Pharmaceutical Research and Health Care,https://doi.org/10.1080/13625187.2020.1783652,10-1080_13625187-2020-1783652
the european journal of contraception  reproductive health care  the official journal of the european society of contraception,EUROPEAN JOURNAL OF CONTRACEPTION AND REPRODUCTIVE HEALTH CARE,European Journal of Investigation in Health Psychology and Education,HOPOS-The Journal of the International Society for the History of Philosophy of Science,https://doi.org/10.1080/13625187.2019.1590698,10-1080_13625187-2019-1590698
the humanistic psychologist,EDUCATIONAL PSYCHOLOGIST,AMERICAN PSYCHOLOGIST,EUROPEAN PSYCHOLOGIST,https://doi.org/10.1037/hum0000197,10-1037_hum0000197
the international journal of aging and human development,INTERNATIONAL JOURNAL OF AGING & HUMAN DEVELOPMENT,International Journal of Training and Development,International Journal of Happiness and Development,https://doi.org/10.1177/00914150211066561,10-1177_00914150211066561
the journal of early adolescence,JOURNAL OF EARLY ADOLESCENCE,JOURNAL OF ADOLESCENCE,JOURNAL OF RESEARCH ON ADOLESCENCE,https://doi.org/10.1177/0272431620919164,10-1177_0272431620919164
the journal of neurological and neurosurgical nursing,Journal of Mineralogical and Petrological Sciences,JOURNAL OF PERINATAL & NEONATAL NURSING,Journal of Korean Neurosurgical Society,https://doi.org/10.15225/pnn.2021.10.1.1,10-15225_pnn-2021-10-1-1
the journal of neuroscience,JOURNAL OF NEUROSCIENCE,EUROPEAN JOURNAL OF NEUROSCIENCE,JOURNAL OF CELL SCIENCE,https://doi.org/10.1523/jneurosci.2527-20.2021,10-1523_jneurosci-2527-20-2021
the journal of pain,JOURNAL OF PAIN,Korean Journal of Pain,British Journal of Pain,https://doi.org/10.1016/j.jpain.2017.08.005,10-1016_j-jpain-2017-08-005
the journal of psychology,JOURNAL OF PSYCHOLOGY,SWISS JOURNAL OF PSYCHOLOGY,BRITISH JOURNAL OF PSYCHOLOGY,https://doi.org/10.4324/9781003243601-4,10-4324_9781003243601-4
the journal of social psychology,JOURNAL OF SOCIAL PSYCHOLOGY,ASIAN JOURNAL OF SOCIAL PSYCHOLOGY,BRITISH JOURNAL OF SOCIAL PSYCHOLOGY,https://doi.org/10.1080/00224545.2020.1867042,10-1080_00224545-2020-1867042
the journal of allergy and clinical immunology,JOURNAL OF ALLERGY AND CLINICAL IMMUNOLOGY,European Annals of Allergy and Clinical Immunology,Current Opinion in Allergy and Clinical Immunology,https://doi.org/10.1016/j.jaci.2020.08.030,10-1016_j-jaci-2020-08-030
the journal of neuroscience  the official journal of the society for neuroscience,Journal of the History of the Neurosciences,Journal of Neuroscience Psychology and Economics,Journal of Neurosciences in Rural Practice,https://doi.org/10.1523/jneurosci.2242-20.2021,10-1523_jneurosci-2242-20-2021
the laryngoscope,LARYNGOSCOPE,Health Scope,SPECTROSCOPY,https://doi.org/10.1002/lary.29277,10-1002_lary-29277
the open psychology journal,PsychNology Journal,Open Ophthalmology Journal,Biotechnology Journal,https://doi.org/10.2174/1874350102013010101,10-2174_1874350102013010101
the person and the challengesthe journal of theology education canon law and social studies inspired by pope john paul ii,Person and the Challenges-The Journal of Theology Education Canon Law and Social Studies Inspired by Pope John Paul II,TETSU TO HAGANE-JOURNAL OF THE IRON AND STEEL INSTITUTE OF JAPAN,Learning and Teaching-The International Journal of Higher Education in the Social Sciences,https://doi.org/10.15633/pch.2427,10-15633_pch-2427
the polish journal of aviation medicine bioengineering and psychology,"The Polish Journal of Aviation Medicine, Bioengineering and Psychology",International Journal of Biomedical Engineering and Technology,Journal of Marine Engineering and Technology,https://doi.org/10.13174/pjambp.15.12.2020.03,10-13174_pjambp-15-12-2020-03
the proceedings of the annual convention of the japanese psychological association,SOCIOLOGY-THE JOURNAL OF THE BRITISH SOCIOLOGICAL ASSOCIATION,PROCEEDINGS OF THE LONDON MATHEMATICAL SOCIETY,Transactions of the American Philological Association,https://doi.org/10.4992/pacjpa.83.0_1d-016,10-4992_pacjpa-83-0_1d-016
the r journal,THEATRE JOURNAL,R Journal,Cell Journal,https://doi.org/10.32614/rj-2021-062,10-32614_rj-2021-062
the review of psychology,TEACHING OF PSYCHOLOGY,THEORY & PSYCHOLOGY,JOURNAL OF PSYCHOLOGY,empty,-8.77E+18
the review of psychology vol  ,TEACHING OF PSYCHOLOGY,THEORY & PSYCHOLOGY,Review of Symbolic Logic,empty,4.38E+18
the review of psychology official journal of the polish psychological association,Przegląd Psychologiczny (The Review of Psychology. Official Journal of the Polish Psychological Association),SOCIOLOGY-THE JOURNAL OF THE BRITISH SOCIOLOGICAL ASSOCIATION,Series-Journal of the Spanish Economic Association,empty,-2.54E+17
the science of the total environment,SCIENCE OF THE TOTAL ENVIRONMENT,Developments in the Built Environment,Ethics and the Environment,https://doi.org/10.1016/j.scitotenv.2020.143006,10-1016_j-scitotenv-2020-143006
the social science journal,SOCIAL SCIENCE JOURNAL,GHANA SOCIAL SCIENCE JOURNAL,Ocean Science Journal,https://doi.org/10.1080/03623319.2021.1986320,10-1080_03623319-2021-1986320
the journal of pain  official journal of the american pain society,BIOLOGICAL JOURNAL OF THE LINNEAN SOCIETY,ZOOLOGICAL JOURNAL OF THE LINNEAN SOCIETY,BOTANICAL JOURNAL OF THE LINNEAN SOCIETY,https://doi.org/10.1016/j.jpain.2017.08.005,10-1016_j-jpain-2017-08-005
thinking  reasoning,THINKING & REASONING,Online Learning,LANGUAGE LEARNING,https://doi.org/10.1080/13546783.2021.1911847,10-1080_13546783-2021-1911847
thinking skills and creativity,Thinking Skills and Creativity,Living Reviews in Relativity,DIGITAL CREATIVITY,https://doi.org/10.1016/j.tsc.2017.11.002,10-1016_j-tsc-2017-11-002
thorax,THORAX,ORYX,THEORIA,https://doi.org/10.1136/thoraxjnl-2020-214767,10-1136_thoraxjnl-2020-214767
torun business review,Torun Business Review,Global Business Review,FIIB Business Review,https://doi.org/10.19197/tbr.v17i4.316,10-19197_tbr-v17i4-316
torun international studies,Torun International Studies,REVIEW OF INTERNATIONAL STUDIES,Interaction Studies,https://doi.org/10.12775/tis.2020.002,10-12775_tis-2020-002
transcultural psychiatry,Transcultural Psychiatry,Translational Psychiatry,Transcultural Studies,https://doi.org/10.1177/1363461520949673,10-1177_1363461520949673
transplantation proceedings,TRANSPLANTATION PROCEEDINGS,Transplantation Reviews,Transplantation Research,https://doi.org/10.1016/j.transproceed.2018.12.001,10-1016_j-transproceed-2018-12-001
transportation research part f traffic psychology and behaviour,TRANSPORTATION RESEARCH PART F-TRAFFIC PSYCHOLOGY AND BEHAVIOUR,TRANSPORTATION RESEARCH PART A-POLICY AND PRACTICE,TRANSPORTATION RESEARCH PART D-TRANSPORT AND ENVIRONMENT,https://doi.org/10.1016/j.trf.2018.03.015,10-1016_j-trf-2018-03-015
trauma violence  abuse,Trauma Violence & Abuse,Substance Abuse,Partner Abuse,https://doi.org/10.1177/1524838019876702,10-1177_1524838019876702
trends in cognitive sciences,TRENDS IN COGNITIVE SCIENCES,Topics in Cognitive Science,TRENDS IN PLANT SCIENCE,https://doi.org/10.1016/j.tics.2020.01.005,10-1016_j-tics-2020-01-005
trials,Trials,Oriens,Risks,https://doi.org/10.1186/s13063-019-3401-9,10-1186_s13063-019-3401-9
ubezpieczenia społeczne teoria i praktyka,Ubezpieczenia Społeczne. Teoria i praktyka.,"Zabezpieczenie Społeczne. Teoria, Prawo, Praktyka",Bezpieczeństwo. Teoria i Praktyka,https://doi.org/10.32088/0000_35,10-32088_0000_35
ukrainian music,ASIAN MUSIC,AMERICAN MUSIC,EARLY MUSIC,https://doi.org/10.32782/2224-0926-2021-4-4,10-32782_2224-0926-2021-4-4
urban forestry and urban greening,URBAN FORESTRY & URBAN GREENING,LANDSCAPE AND URBAN PLANNING,Urban Policy and Research,https://doi.org/10.1016/j.ufug.2018.06.022,10-1016_j-ufug-2018-06-022
vaccines,Vaccines,VACCINE,Machines,https://doi.org/10.3390/vaccines9080933,10-3390_vaccines9080933
virtual reality,VIRTUAL REALITY,Sexual Health,Digital Health,https://doi.org/10.1007/s10055-019-00423-8,10-1007_s10055-019-00423-8
visnyk of v n karazin kharkiv national university a series of psychology,Visnyk of V N Karazin Kharkiv National University-Series Geology Geography Ecology,Visnyk of Taras Shevchenko National University of Kyiv-Geology,Journal of Sakarya University Faculty of Theology,https://doi.org/10.26565/2225-7756-2021-71-09,10-26565_2225-7756-2021-71-09
visual cognition,VISUAL COGNITION,SOCIAL COGNITION,ANIMAL COGNITION,https://doi.org/10.1080/13506285.2018.1553222,10-1080_13506285-2018-1553222
